Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
2010.0000,-2.9967834322e+00,1.7387753847e+01,3.0578168586e+00,-3.6375462373e-03,4.3005501486e-03,2.7062383677e-03
2020.0000,-3.0330791028e+00,1.7430419000e+01,3.0848026141e+00,-3.6214424470e-03,4.2324997744e-03,2.6908013227e-03
2030.0000,-3.0692093638e+00,1.7472404252e+01,3.1116306531e+00,-3.6044636756e-03,4.1645725082e-03,2.6746949063e-03
2040.0000,-3.1051654472e+00,1.7513710916e+01,3.1382942776e+00,-3.5866063250e-03,4.0967848872e-03,2.6579182540e-03
2050.0000,-3.1409385501e+00,1.7554340471e+01,3.1647867815e+00,-3.5678669717e-03,4.0291535455e-03,2.6404706584e-03
2060.0000,-3.1765198360e+00,1.7594294563e+01,3.1911014527e+00,-3.5482423684e-03,3.9616952111e-03,2.6223515706e-03
2070.0000,-3.2119004370e+00,1.7633575008e+01,3.2172315739e+00,-3.5277294451e-03,3.8944267027e-03,2.6035606005e-03
2080.0000,-3.2470714552e+00,1.7672183787e+01,3.2431704252e+00,-3.5063253112e-03,3.8273649265e-03,2.5840975181e-03
2090.0000,-3.2820239644e+00,1.7710123053e+01,3.2689112845e+00,-3.4840272563e-03,3.7605268731e-03,2.5639622536e-03
2100.0000,-3.3167490126e+00,1.7747395127e+01,3.2944474304e+00,-3.4608327522e-03,3.6939296137e-03,2.5431548987e-03
2110.0000,-3.3512376236e+00,1.7784002505e+01,3.3197721431e+00,-3.4367394538e-03,3.6275902979e-03,2.5216757069e-03
2120.0000,-3.3854807985e+00,1.7819947851e+01,3.3448787064e+00,-3.4117452007e-03,3.5615261496e-03,2.4995250945e-03
2130.0000,-3.4194695178e+00,1.7855234003e+01,3.3697604089e+00,-3.3858480189e-03,3.4957544638e-03,2.4767036407e-03
2140.0000,-3.4531947431e+00,1.7889863973e+01,3.3944105456e+00,-3.3590461213e-03,3.4302926032e-03,2.4532120890e-03
2150.0000,-3.4866474191e+00,1.7923840946e+01,3.4188224200e+00,-3.3313379097e-03,3.3651579949e-03,2.4290513470e-03
2160.0000,-3.5198184756e+00,1.7957168282e+01,3.4429893454e+00,-3.3027219759e-03,3.3003681272e-03,2.4042224875e-03
2170.0000,-3.5526988289e+00,1.7989849516e+01,3.4669046468e+00,-3.2731971024e-03,3.2359405461e-03,2.3787267485e-03
2180.0000,-3.5852793845e+00,1.8021888359e+01,3.4905616623e+00,-3.2427622644e-03,3.1718928514e-03,2.3525655343e-03
2190.0000,-3.6175510384e+00,1.8053288698e+01,3.5139537447e+00,-3.2114166300e-03,3.1082426942e-03,2.3257404153e-03
2200.0000,-3.6495046792e+00,1.8084054597e+01,3.5370742635e+00,-3.1791595622e-03,3.0450077724e-03,2.2982531290e-03
2210.0000,-3.6811311902e+00,1.8114190297e+01,3.5599166066e+00,-3.1459906195e-03,2.9822058281e-03,2.2701055800e-03
2220.0000,-3.7124214513e+00,1.8143700216e+01,3.5824741813e+00,-3.1119095569e-03,2.9198546434e-03,2.2412998405e-03
2230.0000,-3.7433663408e+00,1.8172588952e+01,3.6047404169e+00,-3.0769163270e-03,2.8579720375e-03,2.2118381506e-03
2240.0000,-3.7739567377e+00,1.8200861278e+01,3.6267087657e+00,-3.0410110811e-03,2.7965758627e-03,2.1817229185e-03
2250.0000,-3.8041835233e+00,1.8228522150e+01,3.6483727051e+00,-3.0041941698e-03,2.7356840010e-03,2.1509567211e-03
2260.0000,-3.8340375836e+00,1.8255576699e+01,3.6697257390e+00,-2.9664661443e-03,2.6753143607e-03,2.1195423039e-03
2270.0000,-3.8635098110e+00,1.8282030237e+01,3.6907613996e+00,-2.9278277571e-03,2.6154848727e-03,2.0874825811e-03
2280.0000,-3.8925911067e+00,1.8307888256e+01,3.7114732492e+00,-2.8882799625e-03,2.5562134867e-03,2.0547806363e-03
2290.0000,-3.9212723822e+00,1.8333156427e+01,3.7318548819e+00,-2.8478239179e-03,2.4975181680e-03,2.0214397221e-03
2300.0000,-3.9495445616e+00,1.8357840599e+01,3.7518999247e+00,-2.8064609842e-03,2.4394168935e-03,1.9874632604e-03
2310.0000,-3.9773985838e+00,1.8381946805e+01,3.7716020403e+00,-2.7641927270e-03,2.3819276485e-03,1.9528548427e-03
2320.0000,-4.0048254043e+00,1.8405481252e+01,3.7909549276e+00,-2.7210209165e-03,2.3250684225e-03,1.9176182297e-03
2330.0000,-4.0318159973e+00,1.8428450333e+01,3.8099523243e+00,-2.6769475288e-03,2.2688572060e-03,1.8817573516e-03
2340.0000,-4.0583613575e+00,1.8450860617e+01,3.8285880080e+00,-2.6319747463e-03,2.2133119865e-03,1.8452763083e-03
2350.0000,-4.0844525028e+00,1.8472718853e+01,3.8468557981e+00,-2.5861049583e-03,2.1584507452e-03,1.8081793687e-03
2360.0000,-4.1100804757e+00,1.8494031972e+01,3.8647495576e+00,-2.5393407615e-03,2.1042914528e-03,1.7704709712e-03
2370.0000,-4.1352363461e+00,1.8514807082e+01,3.8822631948e+00,-2.4916849604e-03,2.0508520668e-03,1.7321557234e-03
2380.0000,-4.1599112130e+00,1.8535051473e+01,3.8993906651e+00,-2.4431405677e-03,1.9981505267e-03,1.6932384018e-03
2390.0000,-4.1840962062e+00,1.8554772612e+01,3.9161259724e+00,-2.3937108052e-03,1.9462047509e-03,1.6537239516e-03
2400.0000,-4.2077824892e+00,1.8573978147e+01,3.9324631708e+00,-2.3433991035e-03,1.8950326329e-03,1.6136174870e-03
2410.0000,-4.2309612606e+00,1.8592675903e+01,3.9483963663e+00,-2.2922091030e-03,1.8446520375e-03,1.5729242903e-03
2420.0000,-4.2536237565e+00,1.8610873885e+01,3.9639197189e+00,-2.2401446537e-03,1.7950807969e-03,1.5316498119e-03
2430.0000,-4.2757612524e+00,1.8628580276e+01,3.9790274437e+00,-2.1872098158e-03,1.7463367076e-03,1.4897996702e-03
2440.0000,-4.2973650658e+00,1.8645803436e+01,3.9937138128e+00,-2.1334088597e-03,1.6984375259e-03,1.4473796508e-03
2450.0000,-4.3184265576e+00,1.8662551902e+01,4.0079731571e+00,-2.0787462664e-03,1.6514009647e-03,1.4043957066e-03
2460.0000,-4.3389371347e+00,1.8678834390e+01,4.0217998677e+00,-2.0232267275e-03,1.6052446897e-03,1.3608539570e-03
2470.0000,-4.3588882521e+00,1.8694659789e+01,4.0351883979e+00,-1.9668551453e-03,1.5599863153e-03,1.3167606876e-03
2480.0000,-4.3782714145e+00,1.8710037168e+01,4.0481332646e+00,-1.9096366332e-03,1.5156434014e-03,1.2721223500e-03
2490.0000,-4.3970781793e+00,1.8724975767e+01,4.0606290500e+00,-1.8515765151e-03,1.4722334492e-03,1.2269455608e-03
2500.0000,-4.4153001578e+00,1.8739485004e+01,4.0726704034e+00,-1.7926803262e-03,1.4297738980e-03,1.1812371014e-03
2510.0000,-4.4329290178e+00,1.8753574471e+01,4.0842520427e+00,-1.7329538121e-03,1.3882821206e-03,1.1350039175e-03
2520.0000,-4.4499564858e+00,1.8767253930e+01,4.0953687561e+00,-1.6724029294e-03,1.3477754208e-03,1.0882531179e-03
2530.0000,-4.4663743487e+00,1.8780533320e+01,4.1060154036e+00,-1.6110338455e-03,1.3082710283e-03,1.0409919749e-03
2540.0000,-4.4821744563e+00,1.8793422749e+01,4.1161869189e+00,-1.5488529378e-03,1.2697860962e-03,9.9322792263e-04
2550.0000,-4.4973487231e+00,1.8805932497e+01,4.1258783107e+00,-1.4858667946e-03,1.2323376963e-03,9.4496855690e-04
2560.0000,-4.5118891306e+00,1.8818073014e+01,4.1350846647e+00,-1.4220822137e-03,1.1959428162e-03,8.9622163438e-04
2570.0000,-4.5257877293e+00,1.8829854921e+01,4.1438011447e+00,-1.3575062031e-03,1.1606183548e-03,8.4699507178e-04
2580.0000,-4.5390366409e+00,1.8841289006e+01,4.1520229945e+00,-1.2921459800e-03,1.1263811191e-03,7.9729694512e-04
2590.0000,-4.5516280600e+00,1.8852386224e+01,4.1597455395e+00,-1.2260089710e-03,1.0932478205e-03,7.4713548888e-04
2600.0000,-4.5635542567e+00,1.8863157698e+01,4.1669641881e+00,-1.1591028112e-03,1.0612350707e-03,6.9651909515e-04
2610.0000,-4.5748075786e+00,1.8873614715e+01,4.1736744335e+00,-1.0914353442e-03,1.0303593784e-03,6.4545631271e-04
2620.0000,-4.5853804527e+00,1.8883768730e+01,4.1798718554e+00,-1.0230146211e-03,1.0006371457e-03,5.9395584613e-04
2630.0000,-4.5952653877e+00,1.8893631357e+01,4.1855521210e+00,-9.5384890050e-04,9.7208466413e-04,5.4202655483e-04
2640.0000,-4.6044549756e+00,1.8903214376e+01,4.1907109871e+00,-8.8394664784e-04,9.4471811111e-04,4.8967745212e-04
2650.0000,-4.6129418944e+00,1.8912529726e+01,4.1953443012e+00,-8.1331653463e-04,9.1855354621e-04,4.3691770419e-04
2660.0000,-4.6207189097e+00,1.8921589507e+01,4.1994480034e+00,-7.4196743798e-04,8.9360690761e-04,3.8375662903e-04
2670.0000,-4.6277788768e+00,1.8930405977e+01,4.2030181276e+00,-6.6990843988e-04,8.6989400845e-04,3.3020369539e-04
2680.0000,-4.6341147431e+00,1.8938991552e+01,4.2060508032e+00,-5.9714882650e-04,8.4743053318e-04,2.7626852167e-04
2690.0000,-4.6397195496e+00,1.8947358804e+01,4.2085422565e+00,-5.2369808745e-04,8.2623203396e-04,2.2196087481e-04
2700.0000,-4.6445864334e+00,1.8955520461e+01,4.2104888122e+00,-4.4956591500e-04,8.0631392710e-04,1.6729066907e-04
2710.0000,-4.6487086294e+00,1.8963489402e+01,4.2118868949e+00,-3.7476220326e-04,7.8769148944e-04,1.1226796490e-04
2720.0000,-4.6520794726e+00,1.8971278660e+01,4.2127330305e+00,-2.9929704730e-04,7.7037985483e-04,5.6902967685e-05
2730.0000,-4.6546923998e+00,1.8978901418e+01,4.2130238477e+00,-2.2318074227e-04,7.5439401055e-04,1.2060264820e-06
2740.0000,-4.6565409518e+00,1.8986371009e+01,4.2127560794e+00,-1.4642378245e-04,7.3974879378e-04,-5.4812367237e-05
2750.0000,-4.6576187755e+00,1.8993700912e+01,4.2119265642e+00,-6.9036860278e-05,7.2645888811e-04,-1.1114158091e-04
2760.0000,-4.6579196254e+00,1.9000904753e+01,4.2105322475e+00,8.9691346599e-06,7.1453881999e-04,-1.6777084223e-04
2770.0000,-4.6574373661e+00,1.9007996302e+01,4.2085701835e+00,8.7583116689e-05,7.0400295532e-04,-2.2468924049e-04
2780.0000,-4.6561659741e+00,1.9014989473e+01,4.2060375358e+00,1.6679380513e-04,6.9486549588e-04,-2.8188572802e-04
2790.0000,-4.6540995393e+00,1.9021898320e+01,4.2029315793e+00,2.4658972542e-04,6.8714047598e-04,-3.3934912159e-04
2800.0000,-4.6512322677e+00,1.9028737037e+01,4.1992497014e+00,3.2695921029e-04,6.8084175895e-04,-3.9706810385e-04
2810.0000,-4.6475584828e+00,1.9035519955e+01,4.1949894035e+00,4.0789040099e-04,6.7598303387e-04,-4.5503122487e-04
2820.0000,-4.6430726275e+00,1.9042261543e+01,4.1901483017e+00,4.8937124854e-04,6.7257781210e-04,-5.1322690362e-04
2830.0000,-4.6377692664e+00,1.9048976401e+01,4.1847241292e+00,5.7138951497e-04,6.7063942390e-04,-5.7164342950e-04
2840.0000,-4.6316430872e+00,1.9055679265e+01,4.1787147364e+00,6.5393277464e-04,6.7018101515e-04,-6.3026896394e-04
2850.0000,-4.6246889029e+00,1.9062384998e+01,4.1721180931e+00,7.3698841566e-04,6.7121554398e-04,-6.8909154196e-04
2860.0000,-4.6169016536e+00,1.9069108594e+01,4.1649322891e+00,8.2054364118e-04,6.7375577752e-04,-7.4809907383e-04
2870.0000,-4.6082764081e+00,1.9075865174e+01,4.1571555358e+00,9.0458547091e-04,6.7781428858e-04,-8.0727934671e-04
2880.0000,-4.5988083660e+00,1.9082669982e+01,4.1487861675e+00,9.8910074255e-04,6.8340345247e-04,-8.6662002630e-04
2890.0000,-4.5884928596e+00,1.9089538386e+01,4.1398226421e+00,1.0740761133e-03,6.9053544373e-04,-9.2610865858e-04
2900.0000,-4.5773253552e+00,1.9096485874e+01,4.1302635430e+00,1.1594980613e-03,6.9922223295e-04,-9.8573267153e-04
2910.0000,-4.5653014554e+00,1.9103528053e+01,4.1201075797e+00,1.2453528876e-03,7.0947558362e-04,-1.0454793769e-03
2920.0000,-4.5524169007e+00,1.9110680646e+01,4.1093535892e+00,1.3316267170e-03,7.2130704900e-04,-1.1053359719e-03
2930.0000,-4.5386675711e+00,1.9117959492e+01,4.0980005369e+00,1.4183055007e-03,7.3472796897e-04,-1.1652895413e-03
2940.0000,-4.5240494881e+00,1.9125380541e+01,4.0860475184e+00,1.5053750170e-03,7.4974946699e-04,-1.2253270587e-03
2950.0000,-4.5085588162e+00,1.9132959853e+01,4.0734937596e+00,1.5928208738e-03,7.6638244702e-04,-1.2854353891e-03
2960.0000,-4.4921918646e+00,1.9140713597e+01,4.0603386187e+00,1.6806285099e-03,7.8463759050e-04,-1.3456012903e-03
2970.0000,-4.4749450892e+00,1.9148658047e+01,4.0465815864e+00,1.7687831968e-03,8.0452535334e-04,-1.4058114148e-03
2980.0000,-4.4568150936e+00,1.9156809580e+01,4.0322222878e+00,1.8572700410e-03,8.2605596296e-04,-1.4660523120e-03
2990.0000,-4.4377986314e+00,1.9165184676e+01,4.0172604829e+00,1.9460739851e-03,8.4923941537e-04,-1.5263104301e-03
3000.0000,-4.4178926076e+00,1.9173799910e+01,4.0016960674e+00,2.0351798102e-03,8.7408547222e-04,-1.5865721177e-03
3010.0000,-4.3970940802e+00,1.9182671959e+01,3.9855290744e+00,2.1245721380e-03,9.0060365805e-04,-1.6468236264e-03
3020.0000,-4.3754002616e+00,1.9191817588e+01,3.9687596749e+00,2.2142354321e-03,9.2880325737e-04,-1.7070511125e-03
3030.0000,-4.3528085206e+00,1.9201253659e+01,3.9513881787e+00,2.3041540006e-03,9.5869331184e-04,-1.7672406390e-03
3040.0000,-4.3293163835e+00,1.9210997119e+01,3.9334150354e+00,2.3943119979e-03,9.9028261756e-04,-1.8273781778e-03
3050.0000,-4.3049215359e+00,1.9221065004e+01,3.9148408355e+00,2.4846934266e-03,1.0235797223e-03,-1.8874496116e-03
3060.0000,-4.2796218240e+00,1.9231474434e+01,3.8956663109e+00,2.5752821400e-03,1.0585929227e-03,-1.9474407365e-03
3070.0000,-4.2534152565e+00,1.9242242610e+01,3.8758923361e+00,2.6660618437e-03,1.0953302619e-03,-2.0073372634e-03
3080.0000,-4.2263000053e+00,1.9253386812e+01,3.8555199289e+00,2.7570160982e-03,1.1337995265e-03,-2.0671248210e-03
3090.0000,-4.1982744080e+00,1.9264924398e+01,3.8345502511e+00,2.8481283209e-03,1.1740082444e-03,-2.1267889571e-03
3100.0000,-4.1693369681e+00,1.9276872799e+01,3.8129846096e+00,2.9393817884e-03,1.2159636819e-03,-2.1863151415e-03
3110.0000,-4.1394863575e+00,1.9289249518e+01,3.7908244568e+00,3.0307596385e-03,1.2596728414e-03,-2.2456887679e-03
3120.0000,-4.1087214173e+00,1.9302072124e+01,3.7680713916e+00,3.1222448730e-03,1.3051424587e-03,-2.3048951563e-03
3130.0000,-4.0770411592e+00,1.9315358257e+01,3.7447271602e+00,3.2138203592e-03,1.3523790008e-03,-2.3639195551e-03
3140.0000,-4.0444447667e+00,1.9329125615e+01,3.7207936565e+00,3.3054688333e-03,1.4013886635e-03,-2.4227471432e-03
3150.0000,-4.0109315971e+00,1.9343391960e+01,3.6962729229e+00,3.3971729017e-03,1.4521773687e-03,-2.4813630331e-03
3160.0000,-3.9765011817e+00,1.9358175111e+01,3.6711671512e+00,3.4889150442e-03,1.5047507626e-03,-2.5397522720e-03
3170.0000,-3.9411532280e+00,1.9373492942e+01,3.6454786830e+00,3.5806776161e-03,1.5591142130e-03,-2.5978998454e-03
3180.0000,-3.9048876205e+00,1.9389363379e+01,3.6192100101e+00,3.6724428505e-03,1.6152728070e-03,-2.6557906783e-03
3190.0000,-3.8677044219e+00,1.9405804398e+01,3.5923637757e+00,3.7641928611e-03,1.6732313494e-03,-2.7134096385e-03
3200.0000,-3.8296038742e+00,1.9422834021e+01,3.5649427744e+00,3.8559096447e-03,1.7329943596e-03,-2.7707415384e-03
3210.0000,-3.7905864002e+00,1.9440470314e+01,3.5369499527e+00,3.9475750833e-03,1.7945660704e-03,-2.8277711377e-03
3220.0000,-3.7506526044e+00,1.9458731385e+01,3.5083884103e+00,4.0391709473e-03,1.8579504256e-03,-2.8844831457e-03
3230.0000,-3.7098032743e+00,1.9477635377e+01,3.4792613996e+00,4.1306788976e-03,1.9231510777e-03,-2.9408622236e-03
3240.0000,-3.6680393810e+00,1.9497200472e+01,3.4495723268e+00,4.2220804887e-03,1.9901713862e-03,-2.9968929874e-03
3250.0000,-3.6253620808e+00,1.9517444881e+01,3.4193247523e+00,4.3133571707e-03,2.0590144157e-03,-3.0525600098e-03
3260.0000,-3.5817727161e+00,1.9538386845e+01,3.3885223907e+00,4.4044902927e-03,2.1296829338e-03,-3.1078478231e-03
3270.0000,-3.5372728160e+00,1.9560044633e+01,3.3571691116e+00,4.4954611047e-03,2.2021794094e-03,-3.1627409215e-03
3280.0000,-3.4918640979e+00,1.9582436534e+01,3.3252689398e+00,4.5862507612e-03,2.2765060108e-03,-3.2172237636e-03
3290.0000,-3.4455484679e+00,1.9605580860e+01,3.2928260558e+00,4.6768403232e-03,2.3526646040e-03,-3.2712807752e-03
3300.0000,-3.3983280220e+00,1.9629495938e+01,3.2598447959e+00,4.7672107615e-03,2.4306567508e-03,-3.3248963513e-03
3310.0000,-3.3502050469e+00,1.9654200111e+01,3.2263296525e+00,4.8573429590e-03,2.5104837076e-03,-3.3780548591e-03
3320.0000,-3.3011820210e+00,1.9679711732e+01,3.1922852745e+00,4.9472177142e-03,2.5921464232e-03,-3.4307406405e-03
3330.0000,-3.2512616150e+00,1.9706049161e+01,3.1577164677e+00,5.0368157432e-03,2.6756455375e-03,-3.4829380144e-03
3340.0000,-3.2004466930e+00,1.9733230765e+01,3.1226281945e+00,5.1261176832e-03,2.7609813803e-03,-3.5346312797e-03
3350.0000,-3.1487403129e+00,1.9761274911e+01,3.0870255747e+00,5.2151040953e-03,2.8481539691e-03,-3.5858047174e-03
3360.0000,-3.0961457276e+00,1.9790199965e+01,3.0509138851e+00,5.3037554672e-03,2.9371630083e-03,-3.6364425937e-03
3370.0000,-3.0426663853e+00,1.9820024290e+01,3.0142985601e+00,5.3920522161e-03,3.0280078875e-03,-3.6865291624e-03
3380.0000,-2.9883059305e+00,1.9850766239e+01,2.9771851917e+00,5.4799746919e-03,3.1206876802e-03,-3.7360486673e-03
3390.0000,-2.9330682045e+00,1.9882444155e+01,2.9395795292e+00,5.5675031801e-03,3.2152011427e-03,-3.7849853451e-03
3400.0000,-2.8769572459e+00,1.9915076368e+01,2.9014874799e+00,5.6546179047e-03,3.3115467126e-03,-3.8333234283e-03
3410.0000,-2.8199772917e+00,1.9948681190e+01,2.8629151086e+00,5.7412990310e-03,3.4097225078e-03,-3.8810471471e-03
3420.0000,-2.7621327772e+00,1.9983276912e+01,2.8238686376e+00,5.8275266691e-03,3.5097263251e-03,-3.9281407328e-03
3430.0000,-2.7034283368e+00,2.0018881802e+01,2.7843544473e+00,5.9132808766e-03,3.6115556395e-03,-3.9745884201e-03
3440.0000,-2.6438688047e+00,2.0055514101e+01,2.7443790752e+00,5.9985416618e-03,3.7152076028e-03,-4.0203744496e-03
3450.0000,-2.5834592153e+00,2.0093192020e+01,2.7039492165e+00,6.0832889867e-03,3.8206790427e-03,-4.0654830712e-03
3460.0000,-2.5222048035e+00,2.0131933735e+01,2.6630717243e+00,6.1675027702e-03,3.9279664623e-03,-4.1098985458e-03
3470.0000,-2.4601110054e+00,2.0171757390e+01,2.6217536086e+00,6.2511628910e-03,4.0370660388e-03,-4.1536051490e-03
3480.0000,-2.3971834584e+00,2.0212681083e+01,2.5800020366e+00,6.3342491912e-03,4.1479736226e-03,-4.1965871729e-03
3490.0000,-2.3334280016e+00,2.0254722874e+01,2.5378243326e+00,6.4167414788e-03,4.2606847367e-03,-4.2388289294e-03
3500.0000,-2.2688506763e+00,2.0297900774e+01,2.4952279778e+00,6.4986195312e-03,4.3751945760e-03,-4.2803147528e-03
3510.0000,-2.2034577260e+00,2.0342232744e+01,2.4522206095e+00,6.5798630986e-03,4.4914980065e-03,-4.3210290023e-03
3520.0000,-2.1372555969e+00,2.0387736694e+01,2.4088100218e+00,6.6604519066e-03,4.6095895647e-03,-4.3609560648e-03
3530.0000,-2.0702509382e+00,2.0434430477e+01,2.3650041643e+00,6.7403656601e-03,4.7294634573e-03,-4.4000803578e-03
3540.0000,-2.0024506019e+00,2.0482331884e+01,2.3208111426e+00,6.8195840457e-03,4.8511135600e-03,-4.4383863319e-03
3550.0000,-1.9338616432e+00,2.0531458648e+01,2.2762392174e+00,6.8980867357e-03,4.9745334178e-03,-4.4758584737e-03
3560.0000,-1.8644913208e+00,2.0581828430e+01,2.2312968044e+00,6.9758533909e-03,5.0997162442e-03,-4.5124813084e-03
3570.0000,-1.7943470968e+00,2.0633458826e+01,2.1859924739e+00,7.0528636639e-03,5.2266549208e-03,-4.5482394026e-03
3580.0000,-1.7234366367e+00,2.0686367356e+01,2.1403349501e+00,7.1290972024e-03,5.3553419974e-03,-4.5831173669e-03
3590.0000,-1.6517678096e+00,2.0740571467e+01,2.0943331113e+00,7.2045336525e-03,5.4857696911e-03,-4.6170998589e-03
3600.0000,-1.5793486881e+00,2.0796088525e+01,2.0479959885e+00,7.2791526620e-03,5.6179298867e-03,-4.6501715856e-03
3610.0000,-1.5061875485e+00,2.0852935811e+01,2.0013327657e+00,7.3529338837e-03,5.7518141362e-03,-4.6823173063e-03
3620.0000,-1.4322928702e+00,2.0911130524e+01,1.9543527790e+00,7.4258569783e-03,5.8874136591e-03,-4.7135218356e-03
3630.0000,-1.3576733363e+00,2.0970689771e+01,1.9070655160e+00,7.4979016183e-03,6.0247193418e-03,-4.7437700455e-03
3640.0000,-1.2823378330e+00,2.1031630566e+01,1.8594806153e+00,7.5690474911e-03,6.1637217380e-03,-4.7730468686e-03
3650.0000,-1.2062954495e+00,2.1093969828e+01,1.8116078660e+00,7.6392743021e-03,6.3044110689e-03,-4.8013373007e-03
3660.0000,-1.1295554778e+00,2.1157724376e+01,1.7634572067e+00,7.7085617782e-03,6.4467772227e-03,-4.8286264036e-03
3670.0000,-1.0521274126e+00,2.1222910927e+01,1.7150387253e+00,7.7768896711e-03,6.5908097557e-03,-4.8548993076e-03
3680.0000,-9.7402095081e-01,2.1289546090e+01,1.6663626577e+00,7.8442377607e-03,6.7364978915e-03,-4.8801412145e-03
3690.0000,-8.9524599142e-01,2.1357646367e+01,1.6174393875e+00,7.9105858583e-03,6.8838305220e-03,-4.9043374000e-03
3700.0000,-8.1581263498e-01,2.1427228146e+01,1.5682794451e+00,7.9759138101e-03,7.0327962074e-03,-4.9274732167e-03
3710.0000,-7.3573118330e-01,2.1498307697e+01,1.5188935069e+00,8.0402015004e-03,7.1833831768e-03,-4.9495340965e-03
3720.0000,-6.5501213962e-01,2.1570901173e+01,1.4692923948e+00,8.1034288549e-03,7.3355793290e-03,-4.9705055538e-03
3730.0000,-5.7366620754e-01,2.1645024606e+01,1.4194870754e+00,8.1655758446e-03,7.4893722324e-03,-4.9903731874e-03
3740.0000,-4.9170429062e-01,2.1720693898e+01,1.3694886583e+00,8.2266224884e-03,7.6447491257e-03,-5.0091226841e-03
3750.0000,-4.0913749201e-01,2.1797924825e+01,1.3193083962e+00,8.2865488569e-03,7.8016969189e-03,-5.0267398206e-03
3760.0000,-3.2597711393e-01,2.1876733028e+01,1.2689576835e+00,8.3453350756e-03,7.9602021934e-03,-5.0432104665e-03
3770.0000,-2.4223465704e-01,2.1957134014e+01,1.2184480553e+00,8.4029613282e-03,8.1202512032e-03,-5.0585205872e-03
3780.0000,-1.5792181984e-01,2.2039143151e+01,1.1677911867e+00,8.4594078604e-03,8.2818298754e-03,-5.0726562461e-03
3790.0000,-7.3050498060e-02,2.2122775663e+01,1.1169988916e+00,8.5146549827e-03,8.4449238111e-03,-5.0856036075e-03
3800.0000,1.2367216041e-02,2.2208046630e+01,1.0660831217e+00,8.5686830739e-03,8.6095182864e-03,-5.0973489392e-03
3810.0000,9.8319034362e-02,2.2294970981e+01,1.0150559654e+00,8.6214725847e-03,8.7755982531e-03,-5.1078786150e-03
3820.0000,1.8479247370e-01,2.2383563496e+01,9.6392964715e-01,8.6730040408e-03,8.9431483401e-03,-5.1171791176e-03
3830.0000,2.7177485650e-01,2.2473838797e+01,9.1271652556e-01,8.7232580464e-03,9.1121528540e-03,-5.1252370410e-03
3840.0000,3.5925331168e-01,2.2565811348e+01,8.6142909299e-01,8.7722152874e-03,9.2825957806e-03,-5.1320390931e-03
3850.0000,4.4721477540e-01,2.2659495453e+01,8.1007997408e-01,8.8198565350e-03,9.4544607856e-03,-5.1375720983e-03
3860.0000,5.3564599201e-01,2.2754905249e+01,7.5868192463e-01,8.8661626487e-03,9.6277312165e-03,-5.1418230001e-03
3870.0000,6.2453351485e-01,2.2852054705e+01,7.0724783043e-01,8.9111145799e-03,9.8023901032e-03,-5.1447788638e-03
3880.0000,7.1386370726e-01,2.2950957620e+01,6.5579070604e-01,8.9546933750e-03,9.9784201598e-03,-5.1464268788e-03
3890.0000,8.0362274348e-01,2.3051627618e+01,6.0432369348e-01,8.9968801791e-03,1.0155803786e-02,-5.1467543611e-03
3900.0000,8.9379660971e-01,2.3154078146e+01,5.5286006101e-01,9.0376562388e-03,1.0334523067e-02,-5.1457487563e-03
3910.0000,9.8437110510e-01,2.3258322469e+01,5.0141320183e-01,9.0770029060e-03,1.0514559779e-02,-5.1433976415e-03
3920.0000,1.0753318428e+00,2.3364373669e+01,4.4999663267e-01,9.1149016410e-03,1.0695895385e-02,-5.1396887282e-03
3930.0000,1.1666642513e+00,2.3472244642e+01,3.9862399251e-01,9.1513340155e-03,1.0878511042e-02,-5.1346098646e-03
3940.0000,1.2583535750e+00,2.3581948092e+01,3.4730904114e-01,9.1862817165e-03,1.1062387599e-02,-5.1281490381e-03
3950.0000,1.3503848761e+00,2.3693496532e+01,2.9606565774e-01,9.2197265489e-03,1.1247505599e-02,-5.1202943780e-03
